text,date,vacancy,company,city,country,experience,employment,schedule,salary_from,salary_to,currency,skills,responsibilities,requirements,experience level,uid,position
"**#AQA**** ****#Python**** ****#удаленка**** ****#удаленный**** ****#рф****

Аккредитованная аутстафф компания Новэлект в поисках

Старший инженер/Senior для Мосбиржи**

**Формат:** удаленно, РФ
Вилка: 250 000-320 000net

**Требования:
✅**Опыт работы в тестировании от 3-х лет
✅Язык автотестов Python (full-stack тестирование)
✅Понимание теории тестирования
✅Знание техник тест-дизайна и умение их применять
✅Опыт написания тестовой документации(тест-кейсов, чек-листов)
✅Опыт тестирования микросервисов с синхронными и асинхронными вызовами
✅Понимание протоколов HTTP/WS и знание инструментов для работы с API (Postman, curl etc)
✅Опыт работы с API (REST)
✅Понимание принципов работы брокеров сообщений
✅Опыт работы с инструментами для взаимодействия с брокером сообщений
✅Умение анализировать логи и опыт работы с инструментами для их анализа (Kibana etc)
✅Умение использовать отладочный прокси-сервер (Fiddler, Charles)
✅Опыт работы с TMS (Allure TestOPS, Test IT etc) и багтрекером (Jira, Redmine etc)
✅Опыт работы с тестовыми фреймворками
✅Опыт разработки UI/API тестов на Python/Java.
✅Опыт работы с Selenium Webdriver
✅Опыт работы с базами данных на уровне выполнения простых запросов
✅Опыт работы с Git
✅Базовое понимание принципов работы CI/CD
✅Понимание принципов ООП и их применение на практике
✅Знание паттернов проектирования и умение их применить на практике
✅Опыт проектирования и разработки тестового фреймворка
✅Опыт проектирования и разработки тестовых инструментов
✅Опыт составления планов тестирование (regression, smoke etc)
 
Пишите @JulyAsap",2025-04-08T13:47:17+00:00,Старший инженер/Senior для Мосбиржи,Новэлект,,РФ,от 3-х лет,,удаленно,250000.0,320000.0,net,"['Python', 'тестирование', 'тест-дизайн', 'тестовая документация', 'микросервисы', 'HTTP/WS', 'API (REST)', 'брокеры сообщений', 'логи', 'Kibana', 'отладочный прокси-сервер', 'TMS', 'багтрекер', 'тестовые фреймворки', 'Selenium Webdriver', 'базы данных', 'Git', 'CI/CD', 'ООП', 'паттерны проектирования', 'тестовый фреймворк', 'тестовые инструменты', 'планы тестирования']",,"['Опыт работы в тестировании от 3-х лет', 'Язык автотестов Python (full-stack тестирование)', 'Понимание теории тестирования', 'Знание техник тест-дизайна и умение их применять', 'Опыт написания тестовой документации(тест-кейсов, чек-листов)', 'Опыт тестирования микросервисов с синхронными и асинхронными вызовами', 'Понимание протоколов HTTP/WS и знание инструментов для работы с API (Postman, curl etc)', 'Опыт работы с API (REST)', 'Понимание принципов работы брокеров сообщений', 'Опыт работы с инструментами для взаимодействия с брокером сообщений', 'Умение анализировать логи и опыт работы с инструментами для их анализа (Kibana etc)', 'Умение использовать отладочный прокси-сервер (Fiddler, Charles)', 'Опыт работы с TMS (Allure TestOPS, Test IT etc) и багтрекером (Jira, Redmine etc)', 'Опыт работы с тестовыми фреймворками', 'Опыт разработки UI/API тестов на Python/Java', 'Опыт работы с Selenium Webdriver', 'Опыт работы с базами данных на уровне выполнения простых запросов', 'Опыт работы с Git', 'Базовое понимание принципов работы CI/CD', 'Понимание принципов ООП и их применение на практике', 'Знание паттернов проектирования и умение их применить на практике', 'Опыт проектирования и разработки тестового фреймворка', 'Опыт проектирования и разработки тестовых инструментов', 'Опыт составления планов тестирование (regression, smoke etc)']",Старший инженер/Senior,2025-04-08T13:47:17+00:00_829,Тестировщик
"#QA

Вакансия: AQA engineer Senior
Компания: MIA Dev
ЗП:  230-280 тыс на руки 
Локация: **только РФ** 
Формат работы: удаленно  
 
 📌Задачи
— Разработка и поддержка автотестов для backend-части 
— Анализ результатов ежедневных запусков
— Создание необходимой документации в рамках своей зоны ответственности, в соответствии с методологическими стандартами Компании (ПМИ, автоматизированные тестовые сценарии, функциональные тестовые сценарии, инструкции, отчеты о результатах тестирования)
— Оценка временных затрат на проведение тестирования

📌Требования
— Высшее образование
— Опыт коммерческой разработки автотестов на java или Python от 4-5 лет
— Опыт работы с брокерами сообщений (Kafka, RabbitMQ, аналоги)
— Опыт тестирования API (REST, SOAP)
— Опыт работы с системами CI
— Знание SQL
— Базовые знания ООП
— Умение пользоваться инструментами для работы с HTTP-запросами Postman/Swagger
— Опыт тестирования ETL (Airflow, PostgreSQL)
— Хорошие коммуникативные навыки, проактивная позиция

📌Будет плюсом
— Практический опыт нагрузочного тестирования.
— Опыт написания эмуляторов, заглушек.
— Опыт написания генераторов тестовых данных.
— Опыт внедрения автотестов в CI\CD.
— Опыт работы с ИИ будет большим плюсом.
 
📌Условия:
— Оформление: ИП, ГПХ или СМЗ;
— 5-дневную рабочую неделю с гибким началом дня (8:00-11:00 по Мск);
— Удобный формат работы: полная удаленная работа;
— Современные и интересные задачи на проекте;
 
📲Контакт для связи - @Tonya_MIA_Dev",2025-04-08T12:53:53+00:00,AQA engineer Senior,MIA Dev,,РФ,4-5 лет,полная занятость,гибкий график,230000.0,280000.0,руб,"['Java', 'Python', 'Kafka', 'RabbitMQ', 'REST', 'SOAP', 'CI', 'SQL', 'ООП', 'Postman', 'Swagger', 'ETL', 'Airflow', 'PostgreSQL']","['Разработка и поддержка автотестов для backend-части', 'Анализ результатов ежедневных запусков', 'Создание необходимой документации в рамках своей зоны ответственности, в соответствии с методологическими стандартами Компании (ПМИ, автоматизированные тестовые сценарии, функциональные тестовые сценарии, инструкции, отчеты о результатах тестирования)', 'Оценка временных затрат на проведение тестирования']","['Высшее образование', 'Опыт коммерческой разработки автотестов на java или Python от 4-5 лет', 'Опыт работы с брокерами сообщений (Kafka, RabbitMQ, аналоги)', 'Опыт тестирования API (REST, SOAP)', 'Опыт работы с системами CI', 'Знание SQL', 'Базовые знания ООП', 'Умение пользоваться инструментами для работы с HTTP-запросами Postman/Swagger', 'Опыт тестирования ETL (Airflow, PostgreSQL)', 'Хорошие коммуникативные навыки, проактивная позиция']",Senior,2025-04-08T12:53:53+00:00_830,Тестировщик
"🚩 Друзья, привет!

В крутой инновационный проект ищем **Senior QA Automation Mobile**

**Компания:** HR Prime

**Вилка:** 250 000—350 000 ₽ (обсуждается по итогам технических интервью).

**Локация:** Москва (офис/гибрид)

**Чем заниматься: **

- Тестирование Android приложений
- Развитие с «нуля» фреймворка автотестов
- Покрытие регресса автотестами
- Участие в предрелизном регресс тестировании приложений

**Круто, если у тебя:**

- более 4 лет написания автотестов для мобилок (java/python)
- опыт работы с фреймворками для мобильного автотестирования
- опыт развития фреймворка АТ с нуля и выстраивания CI/CD на проекте


**Мы предлагаем: **

- крутой технологичный домен
- ДМС со стоматологией и компенсацией больничного
- всестороннюю поддержку твоего обучения и развития
- возможность горизонтального и вертикального роста в компании по итогам ревью
- офис/гибрид в Москве

🚩 Пишите на @alexxxpautov 
Большая просьба при отклике сразу прикладывать резюме",2025-04-08T12:45:41+00:00,Senior QA Automation Mobile,HR Prime,Москва,Россия,,полная занятость,гибрид,250000.0,350000.0,₽,"['java', 'python', 'фреймворки для мобильного автотестирования', 'CI/CD']","['Тестирование Android приложений', 'Развитие с «нуля» фреймворка автотестов', 'Покрытие регресса автотестами', 'Участие в предрелизном регресс тестировании приложений']","['более 4 лет написания автотестов для мобилок (java/python)', 'опыт работы с фреймворками для мобильного автотестирования', 'опыт развития фреймворка АТ с нуля и выстраивания CI/CD на проекте']",Senior,2025-04-08T12:45:41+00:00_831,Тестировщик
"FinTech-команда ищет **Инженера по автоматизации тестирования** (мобильное приложение)! (Middle+)
**Локация**: Офис в Ташкенте (без гибрида).

📌**Технологии: Java, Appium, Allure TestOps, Git, SQL, REST API.**

**🎯Задачи:**
Автоматизация и поддержка тестов мобильного приложения.
Описание тест-кейсов, поддержка тестовой документации.
Работа в кросс-функциональной команде.
Описывать тест-кейсы в TMS

**‼️Ожидания:**
Опыт тестирования от 3 лет (автоматизация от 1 года).
Понимание мобильных приложений и принципов тестирования.
Опыт автоматизации на Java (желательно).
Опыт работы с REST API, Git, SQL.
Адаптивность и нестандартное мышление.

✅Условия:
Официальное трудоустройство (ТК РУз).
График 5/2 (9-18/10-19) в офисе.
Конкурентная ЗП (оклад + квартальные премии).
ДМС, спортзал в офисе.

**Будем рады рассмотреть именно вас на эту позицию! **
По интересующим вопросам можете связаться: 
Telegram: @Muxlisa_PersonHunters
Телефон: +998900547980",2025-04-08T12:17:14+00:00,Инженер по автоматизации тестирования,,Ташкент,,от 3 лет,полная занятость,5/2,,,,"['Java', 'Appium', 'Allure TestOps', 'Git', 'SQL', 'REST API']","['Автоматизация и поддержка тестов мобильного приложения.', 'Описание тест-кейсов, поддержка тестовой документации.', 'Работа в кросс-функциональной команде.', 'Описывать тест-кейсы в TMS']","['Опыт тестирования от 3 лет (автоматизация от 1 года).', 'Понимание мобильных приложений и принципов тестирования.', 'Опыт автоматизации на Java (желательно).', 'Опыт работы с REST API, Git, SQL.', 'Адаптивность и нестандартное мышление.']",Middle+,2025-04-08T12:17:14+00:00_832,Тестировщик
"#вакансия #ГородМосква #QA 

💠Должность - QA, Старший специалист
Компания - Devquality

✔️Требования:
•  Гражданство и локация РФ 
• Опыт работы QA от 2-х лет.
• ❗️Обязательно ❗️• Опыт автоматизации в Postman❗️

• ❗️Обязательно ❗️• Знание linux команд, умение работать с консолью.❗️

• Опыт тестирования бекенда, фронтенда, API.
• Опыт проведения тест-анализа и тест-дизайна.
• Опыт работы с системами контроля версий (git - предпочтительно).
• Опыт troublshooting и анализа багов (локализация дефектов, работа с логами, понимание архитектуры системы).
• Опыт в построении и оптимизации процессов тестирования.
• Опыт работы с СУБД Trino, ❗️продвинутое знание SQL Интеграция между двумя системами в области геологоразведки
 
✔️Условия:
Удалённая работа, full-time.
Вилка до 150к рублей на руки.

💠Немного о нас:
Мы работаем в ИТ-области более 8 лет, знаем и любим своё дело. Занимаемся разными видами тестирования, даем возможность руководителям проектов не беспокоиться за свои следующие релизы.
🖋 @OlegHolodov88",2025-04-08T12:08:30+00:00,"QA, Старший специалист",Devquality,Москва,РФ,от 2-х лет,full-time,удалённая работа,,150000.0,рублей,"['Postman', 'linux команды', 'консоль', 'бекенда', 'фронтенда', 'API', 'тест-анализ', 'тест-дизайн', 'git', 'troubleshooting', 'анализ багов', 'локализация дефектов', 'работа с логами', 'понимание архитектуры системы', 'построение и оптимизация процессов тестирования', 'СУБД Trino', 'продвинутое знание SQL']",,"['Гражданство и локация РФ', 'Опыт работы QA от 2-х лет', 'Опыт автоматизации в Postman', 'Знание linux команд, умение работать с консолью', 'Опыт тестирования бекенда, фронтенда, API', 'Опыт проведения тест-анализа и тест-дизайна', 'Опыт работы с системами контроля версий (git - предпочтительно)', 'Опыт troublshooting и анализа багов (локализация дефектов, работа с логами, понимание архитектуры системы)', 'Опыт в построении и оптимизации процессов тестирования', 'Опыт работы с СУБД Trino, продвинутое знание SQL']",Старший специалист,2025-04-08T12:08:30+00:00_833,Тестировщик
"#Вакансия #AQA #Тестирование #Тестировщик #Automation
Мы находимся в поиска кандидата на позицию:
**Middle AQA
**
**(Удаленный формат работы из любой точки Беларуси или офис в Гомеле)**

Заработная плата до 1800 долларов. 

1.**Test Automation Development:**
Design, develop, and maintain **automated test scripts** for web, mobile, or API applications using tools like **Selenium, Appium, Cypress, Playwright, or RestAssured**.
Integrate automated tests into **CI/CD pipelines** (e.g., Jenkins, GitLab CI).
2.**Test Execution & Reporting:**
Execute automated regression suites and analyze test results.
Report defects with detailed logs and collaborate with developers for resolution.
Generate test metrics and reports for stakeholders.
3.**Collaboration & Process Improvement:**
Work closely with **DevOps, Developers, and Manual QA** teams to ensure comprehensive test coverage.
Advocate for **Shift-Left Testing** and automate repetitive manual tests.
4.**Performance/Security Testing (Optional):**
Collaborate on performance (e.g., JMeter) or security testing automation if required.
5.**Tool & Technology Evaluation:**
Research and recommend new tools/technologies to enhance test automation efficiency.

**Requirements:**

**Technical Skills:**
Proficiency in **Java/Python/JavaScript/C#** (or other OOP languages).
Hands-on experience with **Selenium WebDriver, TestNG/JUnit, Postman, or similar**.
Knowledge of REST **API testing** and **SQL/NoSQL** databases.
Familiarity with **version control** (Git) and **Agile/Scrum** methodologies.
**Soft Skills:** Analytical mindset, problem-solving, and teamwork.

**Nice to Have:**

Experience with **mobile automation** (Appium, Espresso, XCUITest).
Knowledge of **Docker, Kubernetes, or cloud platforms** (AWS/Azure).
ISTQB or other QA certifications.

Если заинтересовала вакансия, присылайте резюме @recruitment_hrteam",2025-04-08T10:42:49+00:00,Middle AQA,,Гомель,Беларусь,,полная занятость,удаленный формат работы,,1800.0,долларов,"['Java', 'Python', 'JavaScript', 'C#', 'Selenium WebDriver', 'TestNG', 'JUnit', 'Postman', 'REST API testing', 'SQL', 'NoSQL', 'Git', 'Agile', 'Scrum', 'Appium', 'Espresso', 'XCUITest', 'Docker', 'Kubernetes', 'AWS', 'Azure', 'JMeter']","['Design, develop, and maintain automated test scripts for web, mobile, or API applications using tools like Selenium, Appium, Cypress, Playwright, or RestAssured.', 'Integrate automated tests into CI/CD pipelines (e.g., Jenkins, GitLab CI).', 'Execute automated regression suites and analyze test results.', 'Report defects with detailed logs and collaborate with developers for resolution.', 'Generate test metrics and reports for stakeholders.', 'Work closely with DevOps, Developers, and Manual QA teams to ensure comprehensive test coverage.', 'Advocate for Shift-Left Testing and automate repetitive manual tests.', 'Collaborate on performance (e.g., JMeter) or security testing automation if required.', 'Research and recommend new tools/technologies to enhance test automation efficiency.']","['Proficiency in Java/Python/JavaScript/C# (or other OOP languages).', 'Hands-on experience with Selenium WebDriver, TestNG/JUnit, Postman, or similar.', 'Knowledge of REST API testing and SQL/NoSQL databases.', 'Familiarity with version control (Git) and Agile/Scrum methodologies.', 'Analytical mindset, problem-solving, and teamwork.']",Middle,2025-04-08T10:42:49+00:00_834,Тестировщик
"#вакансия #удаленка #QA #auto #python  

Компания: ITKey 
Вакансия: QA Automation Engineer (Python )
ЗП: до 300 000 на руки
Формат: удалёнка по РФ
Грейд: middle/senior

 
📌Чем предстоит заниматься:
—Доработка проекта по автоматизации тестирования (особенно для OpenStack).
—Развертывание автотестов в Docker контейнерах.
—Мокирование и доработка pipeline'ов.
—Проведение ревью кода.
—Документирование инструкций по использованию автотестов и настройке окружений.


📌Мы ждем от кандидата:
— Опыт автоматизации тестирования от 2 лет (Python)
—Знания GIT, GitLab CI.
—Уверенные навыки работы с Bash.
—Опыт работы с Python (pytest, playwright, requests).
—Знание паттернов проектирования автотестов.
—Опыт работы с Docker (базовый уровень).
—Знакомство с сетевыми технологиями (базовый уровень).

📌Что мы предлагаем:
— График работы 5/2 с возможностью гибридного формата или полного удалённого участия
— Бессрочный трудовой договор
— Бонусная система, включая проектные премии
— ДМС, программы психологической поддержки
— Компания оплачивает обучение и сертификацию
— Возможность профессионального и карьерного роста
— Преимущества работы в аккредитованной ИТ-компании


Сайт компании: https://itkey.com
Сайт проекта: https://keystack.ru/

🔜Контакт для связи: @a_evseenkova",2025-04-08T10:34:40+00:00,QA Automation Engineer (Python),ITKey,,Россия,от 2 лет,полная занятость,"5/2, гибридный или полная удалёнка",,300000.0,RUB,"['Python', 'pytest', 'playwright', 'requests', 'GIT', 'GitLab CI', 'Bash', 'Docker', 'сетевые технологии', 'паттерны проектирования автотестов']","['Доработка проекта по автоматизации тестирования (особенно для OpenStack)', 'Развертывание автотестов в Docker контейнерах', ""Мокирование и доработка pipeline'ов"", 'Проведение ревью кода', 'Документирование инструкций по использованию автотестов и настройке окружений']","['Опыт автоматизации тестирования от 2 лет (Python)', 'Знания GIT, GitLab CI', 'Уверенные навыки работы с Bash', 'Опыт работы с Python (pytest, playwright, requests)', 'Знание паттернов проектирования автотестов', 'Опыт работы с Docker (базовый уровень)', 'Знакомство с сетевыми технологиями (базовый уровень)']",middle/senior,2025-04-08T10:34:40+00:00_835,Тестировщик
"#Вакансия #QA #QAFullStack #QAJava #Airflow #senior #middle #remote #удаленно #ИП #fulltime #РФ 

Привет! Меня зовут Анна. Я представляю группу компаний Top Selection.
Наша компания занимается продуктовой разработкой и аутсорсингом it персонала для рынка России.

В настоящее время в поисках QA FullStack уровня Middle+ или Senior. 

✅Занятость: fulltime
✅Грейд: Middle+, Senior
✅ Вилка: Middle+ 220 000 - 250 000 руб
 Senior 260 000 - 300 000 руб
✅ Формат: удаленка
✅ Оформление: ИП
✅ Локация специалиста: РФ
✅Работа по мск времени 

Обязательные требования:
- Знание и понимание теории тестирования;
- Понимание принципа работы HTTP-протокола, принципов REST;
- Базовые знания SQL;
- Базовые знания ООП;
- Умение пользоваться инструментами для работы с HTTP-запросами Postman, Swagger;
- Знание Java;
- Опыт тестирования ETL (Airflow, PostgreSQL).

Задачи на проекте:
- Ручное и автоматическое тестирование сервисов и ETL-процессов.

☎️@ansharkunova - отвечу на ваши вопросы и расскажу подробнее о вакансии",2025-04-08T10:32:40+00:00,QA FullStack,Top Selection,,РФ,,fulltime,удаленка,220000.0,300000.0,руб,"['тестирование', 'HTTP-протокол', 'REST', 'SQL', 'ООП', 'Postman', 'Swagger', 'Java', 'Airflow', 'PostgreSQL']",['Ручное и автоматическое тестирование сервисов и ETL-процессов'],"['Знание и понимание теории тестирования', 'Понимание принципа работы HTTP-протокола, принципов REST', 'Базовые знания SQL', 'Базовые знания ООП', 'Умение пользоваться инструментами для работы с HTTP-запросами Postman, Swagger', 'Знание Java', 'Опыт тестирования ETL (Airflow, PostgreSQL)']","Middle+, Senior",2025-04-08T10:32:40+00:00_836,Тестировщик
"#вакансия #ГородМосква #AQA #python 

💻Должность -  AQA Python, Senior
🌐Компания - Devquality
⚠️Требования:
- Гражданство и локация РФ, РБ.
- Опыт работы: 3+ лет
- Уверенное знание любой nosql или реляционной субд:
- написание запросов (чтение, запись, изменение схемы базы данных)
- Знание python и опыт работы с pytest, selenium или playwright
- Понимание принципов нагрузочного тестирования, опыт работы с каким-либо инструментом для этого (идеально если есть опыт с locust или jmeter))
🔆Будет плюсом:
- понимание принципов работы колоночных баз данных, опыт работы с ними

🔗Условия:
Удалённая работа.
Вилка до 200к рублей на руки. 

🪩Немного о нас: 
Мы работаем в ИТ-области более 8 лет, знаем и любим своё дело. Занимаемся разными видами тестирования, даем возможность руководителям проектов не беспокоиться за свои следующие релизы.
🖋 @OlegHolodov88",2025-04-08T09:47:37+00:00,"AQA Python, Senior",Devquality,Москва,Россия,3+ года,полная занятость,удаленная работа,,200000.0,RUB,"['nosql', 'реляционная субд', 'python', 'pytest', 'selenium', 'playwright', 'locust', 'jmeter']",,"['Гражданство и локация РФ, РБ', 'Опыт работы: 3+ лет', 'Уверенное знание любой nosql или реляционной субд', 'Написание запросов (чтение, запись, изменение схемы базы данных)', 'Знание python и опыт работы с pytest, selenium или playwright', 'Понимание принципов нагрузочного тестирования, опыт работы с каким-либо инструментом для этого (идеально если есть опыт с locust или jmeter)']",Senior,2025-04-08T09:47:37+00:00_837,Тестировщик
"#вакансия #ГородМосква #AQA #python

💻Должность -  AQA Python (Middle и выше)
🌐Компания - Devquality
Наш сайт http://devquality.ru/

⚠️Требования:
- Гражданство и локация РФ.
- ❗Обязательно ❗опыт работы в области автоматизации на Python от 1.5 лет;
- знание техник тест-дизайна: structure based techniques, data
- flow test;
- знание тестовой документации: test documentation, test processes;
- работа с инструментами Pytest, selenium, request;
- работа в scrum командах;
- работа с системой контроля версий – Git;
- работа с программным обеспечением teamcity, octopus deploy;
- умение построения sql запросов c использованием группировки данных (group by), подзапросов, объединения таблиц (join);
- работа/написание mocks, stubs
- работа с протоколами http, tcp, tls
- работа с Rest, SOAP
- работа с Linux, docker container
- знание Python;
- понимание и работа в архитектурах SOA, MSA;
- знание паттернов проектирования;
- опыт написания UI Web автотестов от полугода;

🔆Будет плюсом, но не обязательно Appium.

🔗Условия:
Удалённая работа.
Вилка от 150к до 180к рублей на руки.

🪩Немного о нас:
Мы работаем в ИТ-области более 8 лет, знаем и любим своё дело. Занимаемся разными видами тестирования, даем возможность руководителям проектов не беспокоиться за свои следующие релизы.
🖋 @Margarita_Holodova",2025-04-08T09:40:43+00:00,AQA Python (Middle и выше),Devquality,Москва,РФ,от 1.5 лет,полная занятость,удаленная работа,150000.0,180000.0,руб,"['Python', 'Pytest', 'selenium', 'request', 'Git', 'teamcity', 'octopus deploy', 'SQL', 'http', 'tcp', 'tls', 'Rest', 'SOA', 'MSA', 'Appium']",,"['Гражданство и локация РФ', 'опыт работы в области автоматизации на Python от 1.5 лет', 'знание техник тест-дизайна: structure based techniques, data flow test', 'знание тестовой документации: test documentation, test processes', 'работа с инструментами Pytest, selenium, request', 'работа в scrum командах', 'работа с системой контроля версий – Git', 'работа с программным обеспечением teamcity, octopus deploy', 'умение построения sql запросов c использованием группировки данных (group by), подзапросов, объединения таблиц (join)', 'работа/написание mocks, stubs', 'работа с протоколами http, tcp, tls', 'работа с Rest, SOAP', 'работа с Linux, docker container', 'знание Python', 'понимание и работа в архитектурах SOA, MSA', 'знание паттернов проектирования', 'опыт написания UI Web автотестов от полугода']",Middle и выше,2025-04-08T09:40:43+00:00_838,Тестировщик
"#вакансия #удаленно #aqa #playwright #python #рф
 
🐍QA Automation (Python + Playwright) 

💻 Удалёнка /  Офис (Москва, СПб) - на выбор
💰 Белая зп от 250 000 руб\мес
💼 Компания: OCS Distribution

Ищем автоматизатора, который с нуля заведет автотесты на проекте и станет частью сильной команды. Много задач, автономия, хорошие процессы — всё по-взрослому.

🛠 Что делать: 
— Писать автотесты на Python + Playwright (в т.ч. E2E UI)
— Автоматизировать ручной регресс- набор написан 
— Работать по пирамиде тестирования

🎯 Что важно: 
— 4–5+ лет в автоматизации
—  Уверенный Python + Playwright
— Опыт запуска автотестов «с нуля»

🎁 Что даём: 
—  «Белая» зп + официальное оформление
— Гибкий график (10:00–18:00, можно сдвигать)
— Прокачка: обучение, конференции, внутренняя база знаний
— Соцпакет-меню: спорт, хобби, ДМС, скидки на технику
— Выдаем всю технику для комфортной работы
— Работа с крупными in-house проектами

📩 Пиши в ЛС @tatyana_ttz — расскажу всё подробно и без формальностей 🙌",2025-04-08T08:59:45+00:00,QA Automation (Python + Playwright),OCS Distribution,"['Москва', 'Санкт-Петербург']",Россия,,полная занятость,гибкий график,250000.0,,RUB,"['Python', 'Playwright']","['Писать автотесты на Python + Playwright (в т.ч. E2E UI)', 'Автоматизировать ручной регресс-набор написан', 'Работать по пирамиде тестирования']","['4–5+ лет в автоматизации', 'Уверенный Python + Playwright', 'Опыт запуска автотестов «с нуля»']",4–5+ лет,2025-04-08T08:59:45+00:00_840,Тестировщик
"#QA #remote #fulltime #junior #middle

**Компания:** JackPoker 
**Локаиця:** весь мир
**Формат работы:** удаленно 
**Занятость:** full time
**Вилка:** 100-150к

**Jack Poker** — международный entertainment-стартап/
Мы создаем живой, увлекательный и эмоциональный опыт онлайн-игры. Фокус — клубный покер для игроков, которым важны атмосфера, ощущения и комфорт. 
Выходим на новые рынки и усиливаем команду.

🦦**Что предстоит делать:**
— Искать, заводить и контролировать исправление обнаруженных дефектов.
— Ручное тестирование веб- и мобильных интерфейсов.
— Поддерживать тестовую документацию: тест-кейсы, чек-листы, QA wiki.
— Регрессионное тестирование перед релизами.
— Тестировать лэндинги и сайты.
— Работать с инструментами: Postman, Swagger, Jira, Qase, OpenSearch, Jenkins, LambdaTest, Sentry, Notion.
— Помогать при переходе к автотестам (по желанию).

🫡**Требования:**
— Опыт тестирования веб- и мобильных приложений от 2 лет.
— Понимание работы Web-приложений, опыт работы с DevTools.
— Инициативность, самостоятельность, коммуникабельность.
— **Готовность выполнить тестовое задание на первом этапе (оно не большое).**

🤳🏼**Условия:**
— Полностью удалённая работа.
— Гибкий график.
— Возможность влиять на процессы и результат.
— Работа в открытой команде.
— Проекты разные, задачи интересные — рутины не будет.

✉️ Ждем выполненное на hr@jack-poker.com
— выполненное тестовое задание по [ссылке](https://docs.google.com/document/d/1gGBWV-ePZCAHkTvhwcwzPupAyVuVyHd73xCBd21cRJk/edit?tab=t.0) и 
— твое CV.",2025-04-08T07:38:44+00:00,QA,JackPoker,весь мир,,от 2 лет,full time,удаленно,100000.0,150000.0,,"['ручное тестирование веб- и мобильных интерфейсов', 'Postman', 'Swagger', 'Jira', 'Qase', 'OpenSearch', 'Jenkins', 'LambdaTest', 'Sentry', 'Notion']","['Искать, заводить и контролировать исправление обнаруженных дефектов', 'Ручное тестирование веб- и мобильных интерфейсов', 'Поддерживать тестовую документацию: тест-кейсы, чек-листы, QA wiki', 'Регрессионное тестирование перед релизами', 'Тестировать лэндинги и сайты', 'Работать с инструментами: Postman, Swagger, Jira, Qase, OpenSearch, Jenkins, LambdaTest, Sentry, Notion', 'Помогать при переходе к автотестам (по желанию)']","['Опыт тестирования веб- и мобильных приложений от 2 лет', 'Понимание работы Web-приложений, опыт работы с DevTools', 'Инициативность, самостоятельность, коммуникабельность', 'Готовность выполнить тестовое задание на первом этапе (оно не большое)']",middle,2025-04-08T07:38:44+00:00_841,Тестировщик
