text,date,vacancy,company,city,country,experience,employment,schedule,salary_from,salary_to,currency,skills,responsibilities,requirements,experience level,uid,position
"**Business/Data Analyst**  

**Компания:** Finstar Financial Group  
**Зарплата:** от 3000$ на руки  
**Тип занятости:** #Офис  
**Локация:** #ЮгоВосточнаяАзия  
**Позиция:** #Middle  

Крупный международный холдинг, включающий в себя компании по всему миру. Наша команда фокусируется на проектах в Юго-Восточной Азии, Индии и Мексике. Основной бизнес – digital кредитование через mobile app и website. За счет автоматизации и аналитического подхода нам удается быть в ТОП-3 во всех странах присутствия и достигать высоких бизнес-показателей.  

**Обязанности**  
— Оцифровка, оптимизация, автоматизация бизнес-процессов – воронки продаж, маркетинговая отчетность, каналы привлечения и т. д.  
— Прикладная бизнес-аналитика на базе сформированных отчетов. Общение с топ-менеджментом в целях развития бизнеса  
— Разработка отчетности в Power BI  
— Написание различной сложности SQL скриптов  
— Возможно использование Python в целях автоматизации и организации ETL процессов  

**Требования**  
— Опыт от 1,7 лет с Python, SQL, BI-инструментами  
— Разговорный английский  
— Высшее математическое образование (оконченное) либо изучение математической статистики и теории вероятности в процессе  
— Готовность к релокации в Юго-Восточную Азию  
— Опыт с Power BI / DAX – будет плюсом  

**Что компания предлагает**  
— Заработную плату в долларах  
— Медицинскую страховку  
— Возможность получить востребованные компетенции в прикладной бизнес-аналитике  
— Полный релокационный пакет (визы, билеты, страховки, оплата отеля)  
— Отсутствие бюрократии, быстрые решения  
— Перспективу работы на европейских проектах и переезда в Мадрид  
— Прозрачную систему мотивации (повышение ЗП через 3 и 6 месяцев, годовой бонус до 3-х ЗП)  
— Активное наставничество и обучение  

**Контакт для связи:** @chueva_julia  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/81  

**Стек технологий:** #Python #SQL #PowerBI #DAX",2025-04-23T09:00:32+00:00,Business/Data Analyst,Finstar Financial Group,,Юго-Восточная Азия,"от 1,7 лет",Офис,,3000.0,,$,"['Python', 'SQL', 'Power BI', 'DAX']","['Оцифровка, оптимизация, автоматизация бизнес-процессов', 'Прикладная бизнес-аналитика на базе сформированных отчетов', 'Разработка отчетности в Power BI', 'Написание различной сложности SQL скриптов', 'Использование Python в целях автоматизации и организации ETL процессов']","['Опыт от 1,7 лет с Python, SQL, BI-инструментами', 'Разговорный английский', 'Высшее математическое образование либо изучение математической статистики и теории вероятности', 'Готовность к релокации в Юго-Восточную Азию', 'Опыт с Power BI / DAX – будет плюсом']",Middle,2025-04-23T09:00:32+00:00_168,Бизнес-аналитик
"**Аналитик данных (Data scientist)**  

**Компания:** [Название компании]  
**Зарплата:** от 170000р (обсуждаемо с соискателем)  
**Тип занятости:** #Удаленка  
**Локация:** #РФ  
**Позиция:** #Middle  

😎Добрый день! Мы ищем Аналитика данных (Data scientist)!  

**Обязанности**  
— Разрабатывать и внедрять в продакшн ML-модели  
— Подготавливать, запускать и подводить итоги А/Б-тестов  
— Изучать различные источники данных  
— Общаться с бизнесом и помогать ему лучше знать своих клиентов с помощью моделей  

**Требования**  
— Опыт работы риск-аналитиком/портфельным менеджером/DS в сфере розничного кредитования  
— Высшее техническое образование  
— Разбираетесь в процессе кредитования: этапы формирования кредитного предложения, оценка эффективности процесса  
— Опыт в классическом машинном обучении: разработка/валидация/запуск ML-моделей  
— Хорошее знание Python (работа с данными, ML-библиотеки)  
— Навыки SQL  
— Понимание принципов А/Б-тестирования  
— Умение презентовать результаты работы руководству  

**Что компания предлагает**  
— Удаленный формат работы  
— Конкурентную зарплату (от 170000р, обсуждаемо)  

**Контакт для связи:** @marynachka  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/80  

**Стек технологий:** #SQL #ML #Python #Hadoop #s3 #spark #АБтесты #Uplift",2025-04-22T09:00:26+00:00,Аналитик данных (Data scientist),[Название компании],,РФ,,Удаленка,,170000.0,,р,"['SQL', 'ML', 'Python', 'Hadoop', 's3', 'spark', 'АБтесты', 'Uplift']","['Разрабатывать и внедрять в продакшн ML-модели', 'Подготавливать, запускать и подводить итоги А/Б-тестов', 'Изучать различные источники данных', 'Общаться с бизнесом и помогать ему лучше знать своих клиентов с помощью моделей']","['Опыт работы риск-аналитиком/портфельным менеджером/DS в сфере розничного кредитования', 'Высшее техническое образование', 'Разбираетесь в процессе кредитования: этапы формирования кредитного предложения, оценка эффективности процесса', 'Опыт в классическом машинном обучении: разработка/валидация/запуск ML-модели', 'Хорошее знание Python (работа с данными, ML-библиотеки)', 'Навыки SQL', 'Понимание принципов А/Б-тестирования', 'Умение презентовать результаты работы руководству']",Middle,2025-04-22T09:00:26+00:00_169,Дата-сайентист
"**Python/ML/CV Developer**  

**Компания:** Junistat  
**Зарплата:** 180-250 тыс. руб/мес на руки  
**Тип занятости:** #Удаленка  
**Локация:** #Удаленно  
**Позиция:** #Middle  

Мы — топовая международная компания в спортивной видеоаналитике (футбол и другие виды спорта в будущем). Работаем с клубами, академиями и федерациями по всему миру. Маленькая команда, минимум бюрократии, максимум вовлеченности.  

**Обязанности**  
— Разработка и оптимизация решений на Python/JS/C++  
— Работа с компьютерным зрением (CV): детекция, OCR, трекинг, action recognition  
— Создание эффективных алгоритмов и участие в аналитических задачах  
— Самостоятельное ведение задач и ответственность за результат  

**Требования**  
— Опыт работы с Python/JS/C++ от 2 лет  
— Умение работать удаленно, сохраняя фокус и продуктивность  
— Проактивность и самостоятельность в рабочих процессах  
— Знание CV-задач или алгоритмическая подготовка (олимпиадный бэкграунд — плюс)  

**Что компания предлагает**  
— Высокую зарплату и гибкие условия для топовых кандидатов  
— Интересные задачи в спортивной аналитике  
— Минимум бюрократии, максимум реализации идей  
— Возможность работать с передовыми технологиями  

**Контакт для связи:** @itersh в Telegram  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/79  

**Стек технологий:** #Python #ComputerVision #ML #JavaScript #C++ #CUDA",2025-04-21T14:00:07+00:00,Python/ML/CV Developer,Junistat,,,от 2 лет,Удаленка,,180000.0,250000.0,руб/мес на руки,"['Python', 'JS', 'C++', 'Computer Vision', 'OCR', 'action recognition']","['Разработка и оптимизация решений на Python/JS/C++', 'Работа с компьютерным зрением (CV): детекция, OCR, трекинг, action recognition', 'Создание эффективных алгоритмов и участие в аналитических задачах', 'Самостоятельное ведение задач и ответственность за результат']","['Опыт работы с Python/JS/C++ от 2 лет', 'Умение работать удаленно, сохраняя фокус и продуктивность', 'Проактивность и самостоятельность в рабочих процессах', 'Знание CV-задач или алгоритмическая подготовка (олимпиадный бэкграунд — плюс)']",Middle,2025-04-21T14:00:07+00:00_170,"Программист, разработчик"
"**Senior ML and Image Processing Specialist**

**Компания:** Smartbrain  
**Зарплата:** от $4000  
**Тип занятости:** #Удаленка  
**Локация:** #Польша #Сербия #США #Канада  
**Позиция:** #Senior  

Looking for a Senior Machine Learning and Image Processing Specialist to join our innovative team.  

**Обязанности**  
— Lead the development team in designing and implementing ML algorithms for Image and 3D graphics processing.  
— Develop and optimize Image Processing pipelines and 3D graphics algorithms.  
— Utilize NNs and advanced ML techniques to enhance graphics processing capabilities.  
— Collaborate with cross-functional teams to implement ML solutions.  
— Conduct code reviews, provide technical mentorship, and ensure best practices in software development.  
— Stay updated with the latest advancements in machine learning, neural networks, and graphics processing.  

**Требования**  
— Solid programming skills in C/C++ and Python.  
— Proven expertise in ML and Image Processing techniques.  
— Big experience with deep learning frameworks (e.g., TensorFlow, PyTorch).  
— Extensive experience with 3D graphics and related technologies.  
— Good knowledge of mathematics and linear algebra.  
— Strong knowledge of NNs and their application in graphics processing.  
— Excellent leadership skills with experience in leading development teams.  
— Proficiency in GPU Kernels and their implementation for algorithm optimization.  
— English: B2 Upper Intermediate.  

**Nice to have**  
— Knowledge of Computer Vision techniques.  
— Familiarity with cloud platforms and their services related to ML and graphics processing.  
— Experience with software development best practices, including version control and CI/CD pipelines.  

**Контакт для связи:** @Di_SmartBrain  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/77  

**Стек технологий:** #Python #C++ #TensorFlow #PyTorch #MachineLearning #ImageProcessing #3DGraphics #NeuralNetworks #GPU",2025-04-20T06:00:08+00:00,Senior ML and Image Processing Specialist,Smartbrain,,"['Польша', 'Сербия', 'США', 'Канада']",,Удаленка,,4000.0,,$,"['C/C++', 'Python', 'TensorFlow', 'PyTorch', 'MachineLearning', 'ImageProcessing', '3DGraphics', 'NeuralNetworks', 'GPU']","['Lead the development team in designing and implementing ML algorithms for Image and 3D graphics processing.', 'Develop and optimize Image Processing pipelines and 3D graphics algorithms.', 'Utilize NNs and advanced ML techniques to enhance graphics processing capabilities.', 'Collaborate with cross-functional teams to implement ML solutions.', 'Conduct code reviews, provide technical mentorship, and ensure best practices in software development.', 'Stay updated with the latest advancements in machine learning, neural networks, and graphics processing.']","['Solid programming skills in C/C++ and Python.', 'Proven expertise in ML and Image Processing techniques.', 'Big experience with deep learning frameworks (e.g., TensorFlow, PyTorch).', 'Extensive experience with 3D graphics and related technologies.', 'Good knowledge of mathematics and linear algebra.', 'Strong knowledge of NNs and their application in graphics processing.', 'Excellent leadership skills with experience in leading development teams.', 'Proficiency in GPU Kernels and their implementation for algorithm optimization.', 'English: B2 Upper Intermediate.']",Senior,2025-04-20T06:00:08+00:00_171,"Программист, разработчик"
"**Lead Data Scientist / ML Lead**

**Компания:** Innovative AI Start-up  
**Зарплата:** Competitive compensation in Euro/USD, surpassing market standards  
**Тип занятости:** #Удаленка #Гибрид  
**Локация:** #Cyprus (опционально)  
**Позиция:** #Senior #Lead  

We are an innovative start-up specializing in machine learning and AI solutions, offering cutting-edge conversational AI, LLMs, and speech technologies used by millions worldwide. Join our team to work on proprietary products and high-impact projects.  

**Обязанности**  
— Design, train, and implement SoTA machine learning models.  
— Identify and fix performance bottlenecks in models.  
— Improve data science processes (models, architectures, data sources).  
— Develop tools to monitor model performance and data accuracy.  

**Требования**  
— 5+ years as Senior/Lead Data Scientist in Voice Assistant/NLP projects.  
— Experience with transformers and fine-tuning.  
— Expertise in NLU tasks (e.g., named entities recognition, facts extraction).  
— Knowledge of search engines/recommendation systems (a plus).  
— Ability to align business needs with model requirements.  

**Что компания предлагает**  
— Latest tools in LLM/AI tailored to tasks.  
— Fast career growth with mentorship from top-tier experts.  
— Remote work or relocation support to Cyprus.  
— Projects with prominent clients or proprietary products.  
— Competitive salary in Euro/USD.  

**Контакт для связи:** @foreverinlovewithsummer (Telegram)  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/76  

**Стек технологий:** #MachineLearning #NLP #LLM #Transformers #ASR/TTS",2025-04-19T09:00:08+00:00,Lead Data Scientist / ML Lead,Innovative AI Start-up,,Cyprus,5+ years,"['Удаленка', 'Гибрид']",,,,"['Euro', 'USD']","['MachineLearning', 'NLP', 'LLM', 'Transformers', 'ASR/TTS']","['Design, train, and implement SoTA machine learning models.', 'Identify and fix performance bottlenecks in models.', 'Improve data science processes (models, architectures, data sources).', 'Develop tools to monitor model performance and data accuracy.']","['5+ years as Senior/Lead Data Scientist in Voice Assistant/NLP projects.', 'Experience with transformers and fine-tuning.', 'Expertise in NLU tasks (e.g., named entities recognition, facts extraction).', 'Knowledge of search engines/recommendation systems (a plus).', 'Ability to align business needs with model requirements.']",Senior/Lead,2025-04-19T09:00:08+00:00_172,Дата-сайентист
"**Data Analyst | Middle**

**Компания:** Не указано  
**Зарплата:** 5000 - 10000 USD  
**Тип занятости:** #Удаленка #Офис  
**Локация:** #Dubai  
**Позиция:** #Middle  

Компания заняла заметную долю рынка — до 5% торгового оборота на крупнейших криптобиржах. Реальное влияние на мировые финансы — алгоритмы делают рынок стабильнее и эффективнее. Яркая команда, которая горит технологиями и сложными задачками (есть люди из Google, Bloomberg).  

**Обязанности**  
— Анализировать огромные потоки рыночных данных – находить тренды, аномалии, инсайты.  
— Строить BI-дашборды – чтобы команда принимала решения на основе данных.  
— Проводить A/B тесты – тестировать алгоритмы, стратегии и процессинг ордеров.  
— Работать в одной связке с трейдерами и разработчиками.  

**Требования**  
— Опыт работы от 4-х лет в роли Data Analyst.  
— Владение SQL, базовый Python.  
— Свободный английский (от C1).  
— Глубокие знания тервера и статистики.  
— Опыт работы с временными рядами.  

**Что компания предлагает**  
— $5000-$10 000 net + годовые бонусы.  
— Релокация в Дубай – рай для криптанов.  
— Гибкий график.  
— Топовые workations с командой.  
— Возможность заработать на инвестициях в корпоративный фонд.  

**Контакт для связи:** тг: @veronika_vlasovets  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/75  

**Стек технологий:** #SQL #Python #ClickHouse #S3 #Pandas #Numpy #Metabase #ELK #Grafana  

#vacancy #job #relocation #вакансия #it #remote #data #analyst #middle #dubai",2025-04-18T12:00:11+00:00,Data Analyst,,Dubai,,4 года,"['Удаленка', 'Офис']",Гибкий график,5000.0,10000.0,USD,"['SQL', 'Python', 'ClickHouse', 'S3', 'Pandas', 'Numpy', 'Metabase', 'ELK', 'Grafana']","['Анализировать огромные потоки рыночных данных – находить тренды, аномалии, инсайты.', 'Строить BI-дашборды – чтобы команда принимала решения на основе данных.', 'Проводить A/B тесты – тестировать алгоритмы, стратегии и процессинг ордеров.', 'Работать в одной связке с трейдерами и разработчиками.']","['Опыт работы от 4-х лет в роли Data Analyst.', 'Владение SQL, базовый Python.', 'Свободный английский (от C1).', 'Глубокие знания тервера и статистики.', 'Опыт работы с временными рядами.']",Middle,2025-04-18T12:00:11+00:00_173,"BI-аналитик, аналитик данных"
"**ML-инженер (LLM / RAG)**  

**Компания:** Калифорнийский стартап  
**Зарплата:** $1.5–2.5k  
**Тип занятости:** #Удаленка #Full-time  
**Локация:** #Удалёнка  
**Позиция:** #Middle #Senior  

Присоединяйся к команде, где реально важны твои идеи и решения. Работаем над next-gen продуктом с использованием LLM и RAG, уже есть клиенты и валидация. Русскоязычная команда, адекватный темп, без бюрократии.  

**Обязанности**  
— Декомпозиция ML-задач и поиск эффективных решений  
— Деплой моделей в production  
— Fine-tuning LLM (LoRA, QLoRA и т.д.)  
— Работа с OpenAI, Claude, Mistral через API  
— Prompt-инженеринг  
— Проектирование и реализация RAG-систем  
— Оптимизация ML-пайплайнов  

**Требования**  
— Опыт деплоя ML-моделей в production  
— Практика fine-tuning LLM, понимание архитектуры  
— Уверенная работа с API LLM (OpenAI, Claude, Mistral)  
— Навыки prompt-инженеринга  
— Опыт проектирования RAG-систем  
— Умение быстро осваивать новые библиотеки и стеки  

**Что компания предлагает**  
— Удалёнка, гибкий график  
— Возможность роста вместе с продуктом  
— Конкурентная зарплата ($1500–2500)  

**Контакт для связи:** t.me/duarxela (отправьте резюме с #rraud)  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/74  

**Стек технологий:** #LLM #RAG #OpenAI #Claude #Mistral #LoRA #QLoRA #NLP",2025-04-18T09:00:09+00:00,ML-инженер (LLM / RAG),Калифорнийский стартап,,,,Full-time,"Удалёнка, гибкий график",1500.0,2500.0,$,"['LLM', 'RAG', 'OpenAI', 'Claude', 'Mistral', 'LoRA', 'QLoRA', 'NLP']","['Декомпозиция ML-задач и поиск эффективных решений', 'Деплой моделей в production', 'Fine-tuning LLM (LoRA, QLoRA и т.д.)', 'Работа с OpenAI, Claude, Mistral через API', 'Prompt-инженеринг', 'Проектирование и реализация RAG-систем', 'Оптимизация ML-пайплайнов']","['Опыт деплоя ML-моделей в production', 'Практика fine-tuning LLM, понимание архитектуры', 'Уверенная работа с API LLM (OpenAI, Claude, Mistral)', 'Навыки prompt-инженеринга', 'Опыт проектирования RAG-систем', 'Умение быстро осваивать новые библиотеки и стеки']","['Middle', 'Senior']",2025-04-18T09:00:09+00:00_174,Другая IT вакансия
"**Senior Data Scientist**

**Компания:** Умные ассистенты  
**Зарплата:** 200 000 – 300 000 ₽  
**Тип занятости:** #Удаленка  
**Локация:** #Москва  
**Позиция:** #Senior  

Работа с cutting-edge технологиями в AI и Data Science. Наставничество от экспертов OpenAI, Nvidia, Yandex.  

**Обязанности**  
— Организовывать сбор и интеграцию разнородных данных (JSON, IFC, DWG)  
— Проводить EDA: выявлять закономерности, находить аномалии  
— Разрабатывать конвейеры подготовки данных (очистка, нормализация)  
— Настраивать аугментацию (отражения, масштабирование, шумы)  
— Разрабатывать кастомные метрики качества для ML-моделей  
— Оптимизировать гиперпараметры и улучшать генеративные модели  
— Анализировать влияние факторов на результаты моделей  
— Работать над алгоритмами пост-обработки (контуры, двери)  

**Требования**  
— Опыт работы с Python (Pandas, NumPy, SciPy, Plotly/Matplotlib)  
— Знание PostgreSQL, NoSQL-хранилищ  
— Понимание методов факторного анализа, PCA, кластеризации  
— Опыт с PyTorch/TensorFlow (желательно)  

**Что компания предлагает**  
— Работа с передовыми технологиями в AI/Data Science  
— Наставничество от топ-экспертов  
— Гибкий график и удаленный формат  
— Карьерный рост и сложные проекты  

**Контакт для связи:** @yana_job  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/73  

**Стек технологий:** #Python #PostgreSQL #NoSQL #PyTorch #TensorFlow #Pandas #NumPy",2025-04-17T12:00:12+00:00,Senior Data Scientist,Умные ассистенты,Москва,Россия,,Удаленка,Гибкий график,200000.0,300000.0,₽,"['Python', 'Pandas', 'NumPy', 'SciPy', 'Plotly/Matplotlib', 'PostgreSQL', 'NoSQL', 'PyTorch', 'TensorFlow']","['Организовывать сбор и интеграцию разнородных данных (JSON, IFC, DWG)', 'Проводить EDA: выявлять закономерности, находить аномалии', 'Разрабатывать конвейеры подготовки данных (очистка, нормализация)', 'Настраивать аугментацию (отражения, масштабирование, шумы)', 'Разрабатывать кастомные метрики качества для ML-моделей', 'Оптимизировать гиперпараметры и улучшать генеративные модели', 'Анализировать влияние факторов на результаты моделей', 'Работать над алгоритмами пост-обработки (контуры, двери)']","['Опыт работы с Python (Pandas, NumPy, SciPy, Plotly/Matplotlib)', 'Знание PostgreSQL, NoSQL-хранилищ', 'Понимание методов факторного анализа, PCA, кластеризации', 'Опыт с PyTorch/TensorFlow (желательно)']",Senior,2025-04-17T12:00:12+00:00_175,Дата-сайентист
"**Data Analyst (Marketing)**  

**Компания:** Scorewarrior (Кипр, Лимассол)  
**Зарплата:** по договоренности  
**Тип занятости:** #Офис  
**Локация:** #Лимассол  
**Позиция:** #Senior  

Работа с крутой игрой и командой, участие в масштабных проектах с возможностью влиять на ключевые бизнес-решения.  

**Обязанности**  
— Проводить A/B-тесты, эксперименты и исследования  
— Работать с Geo-Lift и Media Mix Modelling  
— Искать паттерны и генерировать гипотезы  
— Внедрять новые статистические подходы  
— Развивать дашборды и self-service инструменты  

**Требования**  
— Глубокие знания математической статистики  
— Опыт в Frequentist & Bayesian тестах  
— Знание Python (Pandas, SciPy, Statsmodels, PyMC)  
— SQL, Tableau, ClickHouse  
— Опыт с каузальным выводом и/или ML-моделями  
— Английский от B1, русский от B2  

**Что компания предлагает**  
— Релокация и страховка для всей семьи  
— 13-я зарплата, бонусы, компенсации на детей и партнеров  
— Обеды, спорт, обучение  
— Car bonus  
— Работа с крутой игрой и командой  

**Контакт для связи:** @victoriya_sou  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/72  

**Стек технологий:** #Python #SQL #Tableau #ClickHouse #Pandas #SciPy #Statsmodels #PyMC",2025-04-17T09:00:36+00:00,Data Analyst (Marketing),Scorewarrior,Лимассол,Кипр,,Офис,,,,,"['математическая статистика', 'Frequentist & Bayesian тесты', 'Python (Pandas, SciPy, Statsmodels, PyMC)', 'SQL', 'Tableau', 'ClickHouse', 'каузальный вывод', 'ML-модели']","['Проводить A/B-тесты, эксперименты и исследования', 'Работать с Geo-Lift и Media Mix Modelling', 'Искать паттерны и генерировать гипотезы', 'Внедрять новые статистические подходы', 'Развивать дашборды и self-service инструменты']","['Глубокие знания математической статистики', 'Опыт в Frequentist & Bayesian тестах', 'Знание Python (Pandas, SciPy, Statsmodels, PyMC)', 'SQL, Tableau, ClickHouse', 'Опыт с каузальным выводом и/или ML-моделями', 'Английский от B1, русский от B2']",Senior,2025-04-17T09:00:36+00:00_176,Аналитик
"**Lead Quantitative Researcher / Lead Data Scientist**  

**Компания:** [Название компании]  
**Зарплата:** Конкурентоспособная зарплата  
**Тип занятости:** #Гибрид  
**Локация:** #Москва  
**Позиция:** #Senior  

Мы развиваем децентрализованное финансирование (DeFi) с использованием дельта-нейтральных стратегий и стабильного стейблкойна USD+.  

**Обязанности**  
— Руководство исследованиями и разработка торговых моделей для DeFi  
— Внедрение RL-моделей для маркет-мейкинга  
— Бэктестинг и оптимизация моделей на реальных данных  
— Отслеживание новых тенденций в DeFi и количественных финансах  

**Требования**  
— Высшее образование в области количественных финансов, математики, статистики или ИТ  
— Отличные навыки программирования на Python, опыт с TensorFlow, PyTorch, JAX (от 4+ лет)  
— Опыт в трейдинге, маркет-мейкинге или HFT — плюс  
— Лидерские качества для управления командой  

**Что компания предлагает**  
— Уютный офис в Москве  
— Конкурентоспособная зарплата  

**Контакт для связи:** @Juliana_Barysenka  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/70  

**Стек технологий:** #Python #TensorFlow #PyTorch #JAX #DeFi",2025-04-16T09:00:13+00:00,Lead Quantitative Researcher / Lead Data Scientist,[Название компании],Москва,,,Гибрид,,,,,"['Python', 'TensorFlow', 'PyTorch', 'JAX', 'DeFi']","['Руководство исследованиями и разработка торговых моделей для DeFi', 'Внедрение RL-моделей для маркет-мейкинга', 'Бэктестинг и оптимизация моделей на реальных данных', 'Отслеживание новых тенденций в DeFi и количественных финансах']","['Высшее образование в области количественных финансов, математики, статистики или ИТ', 'Отличные навыки программирования на Python, опыт с TensorFlow, PyTorch, JAX (от 4+ лет)', 'Опыт в трейдинге, маркет-мейкинге или HFT — плюс', 'Лидерские качества для управления командой']",Senior,2025-04-16T09:00:13+00:00_177,Дата-сайентист
"**Data scientist**

**Компания:** Sharkwave Recruitment  
**Зарплата:** 100 000 - 300 000 руб.  
**Тип занятости:** #Удаленка  
**Локация:** #Москва  
**Позиция:** #Middle  

Мы предоставляем качественную SAAS-аналитику клиентской базы для крупных торговых сетей (продуктовые сети, магазины одежды, рестораны, аптеки) на основе данных лояльности и чеков.  

**Обязанности**  
— Написание и обучение ML-моделей для бизнес-задач (прогнозирование продаж, классификация клиентов, динамическое ценообразование и др.).  
— Сбор гипотез и формирование стратегии анализа.  
— Создание витрин данных на SQL и Python, очистка и оптимизация данных.  
— Подготовка отчетов, визуализация и поиск инсайтов.  
— Автоматизация рекуррентных моделей и отчетов.  

**Требования**  
— Высшее образование (МФТИ, МГУ, Бауманка) в области математики/программирования.  
— Опыт работы с Python и SQL.  
— Системное и критическое мышление, инициативность.  
— Теоретическая база в математике.  
— Опыт разработки моделей с данными от 1 млн строк.  

**Что компания предлагает**  
— Удаленную работу.  
— ИТ-сертификацию компании с преимуществами.  

**Контакт для связи:** @Anastasia202011  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/69  

**Стек технологий:** #Python #SQL #ML",2025-04-14T14:00:15+00:00,Data scientist,Sharkwave Recruitment,Москва,,,Удаленка,,100000.0,300000.0,руб.,"['Python', 'SQL', 'ML']","['Написание и обучение ML-моделей для бизнес-задач (прогнозирование продаж, классификация клиентов, динамическое ценообразование и др.)', 'Сбор гипотез и формирование стратегии анализа', 'Создание витрин данных на SQL и Python, очистка и оптимизация данных', 'Подготовка отчетов, визуализация и поиск инсайтов', 'Автоматизация рекуррентных моделей и отчетов']","['Высшее образование (МФТИ, МГУ, Бауманка) в области математики/программирования', 'Опыт работы с Python и SQL', 'Системное и критическое мышление, инициативность', 'Теоретическая база в математике', 'Опыт разработки моделей с данными от 1 млн строк']",Middle,2025-04-14T14:00:15+00:00_178,Дата-сайентист
"**MLOPS инженер**

**Компания:** Centicore  
**Зарплата:** 300 - 450 тыс. на руки  
**Тип занятости:** #Удаленка #fulltime  
**Локация:** #РФ #ДружественныеСтраны  
**Позиция:** #Middle #Senior  

Аккредитованная в РФ компания Centicore занимается продуктовой разработкой проектов под ключ. Ищем опытного инженера в команду развития централизованной MLOps-инфраструктуры для моделей машинного обучения банка.  

**Обязанности**  
— Конфигурировать и разворачивать инфраструктурные компоненты  
— Адаптировать/разрабатывать автоматизированные пайплайны под бизнес-задачи (RAG, ML, noML)  
— Создавать и поддерживать пользовательские инструменты для работы в ML-контуре  
— Масштабировать системы управления жизненным циклом моделей  

**Требования**  
— Опыт ML/MLOps от 1 года (Airflow, JupyterHub, MLflow, Seldon, CUDA)  
— Опыт администрирования Kubernetes от 2 лет  
— Опыт работы с Hadoop, Spark, Kafka, ELK  

**Что компания предлагает**  
— Удаленный формат в IT-аккредитованной компании  
— Оплачиваемый отпуск (28 дней) и больничные  
— ДМС, компенсация обучения/спорта/английского  
— Индексация ЗП, корпоративные активности  
— Услуги психолога  

**Контакт для связи:** @Invellcom  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/68  

**Стек технологий:** #Python #Kubernetes #Docker #Airflow #MLflow #Hadoop #Spark #Kafka #PostgreSQL #Jenkins #Redis #vLLM #Kserv",2025-04-14T12:00:17+00:00,MLOPS инженер,Centricore,,РФ,от 1 года,fulltime,удаленка,300000.0,450000.0,руб,"['Python', 'Kubernetes', 'Docker', 'Airflow', 'MLflow', 'Hadoop', 'Spark', 'Kafka', 'PostgreSQL', 'Jenkins', 'Redis', 'vLLM', 'Kserv']","['Конфигурировать и разворачивать инфраструктурные компоненты', 'Адаптировать/разрабатывать автоматизированные пайплайны под бизнес-задачи (RAG, ML, noML)', 'Создавать и поддерживать пользовательские инструменты для работы в ML-контуре', 'Масштабировать системы управления жизненным циклом моделей']","['Опыт ML/MLOps от 1 года (Airflow, JupyterHub, MLflow, Seldon, CUDA)', 'Опыт администрирования Kubernetes от 2 лет', 'Опыт работы с Hadoop, Spark, Kafka, ELK']","['Middle', 'Senior']",2025-04-14T12:00:17+00:00_179,DevOps-инженер
